CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Longitude,Latitude
11/2/2019,23:45:00,3AF,2200 W COLD SPRING LN,ROBBERY - STREET,O,FIREARM,NORTHERN,-76.65194578,39.34380374
11/2/2019,15:30:00,5A,1900 GREENHAVEN DR,BURGLARY,I,NA,NORTHERN,-76.65485347,39.35955091
11/2/2019,17:45:00,4C,3100 BAKER ST,AGG. ASSAULT,I,OTHER,SOUTHWEST,-76.6695505,39.30574434
11/2/2019,19:00:00,6E,3700 2ND ST,LARCENY,O,NA,SOUTHERN,-76.60907126,39.23709377
11/2/2019,21:00:00,6D,300 S STRICKER ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.64077364,39.28412662
11/2/2019,22:25:00,3K,2500 VIOLET AVE,ROBBERY - RESIDENCE,I,NA,NORTHWEST,-76.65835885,39.33124574
11/2/2019,21:47:00,4E,3500 COTTAGE AVE,COMMON ASSAULT,I,NA,NORTHWEST,-76.65749638,39.32857344
11/2/2019,19:45:00,6E,5200 ELEANORA AVE,LARCENY,O,NA,NORTHWEST,-76.68418827,39.34240416
11/2/2019,16:37:00,4E,2900 REISTERSTOWN RD,COMMON ASSAULT,I,NA,NORTHWEST,-76.65453131,39.32099144
11/2/2019,15:30:00,4E,6600 EBERLE DR,COMMON ASSAULT,O,NA,NORTHWEST,-76.70857564,39.35450038
11/2/2019,16:00:00,5D,200 NORTH BEND RD,BURGLARY,I,NA,SOUTHWEST,-76.70574663,39.28294514
11/2/2019,10:51:00,4B,6500 COLGATE AVE,AGG. ASSAULT,I,KNIFE,SOUTHEAST,-76.53252333,39.26074119
11/2/2019,23:55:00,4C,3600 ROBERTS PL,AGG. ASSAULT,I,OTHER,SOUTHEAST,-76.56739035,39.29572686
11/2/2019,3:04:00,3AF,5200 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,NORTHWEST,-76.68544825,39.3443833
11/2/2019,0:52:00,4E,4000 EDGEWOOD RD,COMMON ASSAULT,I,NA,NORTHWEST,-76.66845755,39.33214465
11/2/2019,15:15:00,4E,600 N ARLINGTON AVE,COMMON ASSAULT,I,NA,WESTERN,-76.63572408,39.29568879
11/2/2019,23:50:00,5A,1600 S CHARLES ST,BURGLARY,I,NA,SOUTHERN,-76.61408334,39.27150173
11/2/2019,13:30:00,5A,3600 SEVEN MILE LN,BURGLARY,I,NA,NORTHWEST,-76.70740899,39.36759531
11/2/2019,10:00:00,7A,3700 W GARRISON AVE,AUTO THEFT,O,NA,NORTHWEST,-76.67843456,39.34445315
11/2/2019,19:00:00,6E,4200 LIBERTY HEIGHTS AVE,LARCENY,O,NA,NORTHWEST,-76.68874344,39.32914645
11/2/2019,10:00:00,8H,300 S STRICKER ST,ARSON,I,FIRE,SOUTHERN,-76.64126501,39.29259597
11/2/2019,12:00:00,4A,3600 POTEE ST,AGG. ASSAULT,I,FIREARM,SOUTHERN,-76.61084308,39.23887641
11/2/2019,0:00:00,5A,2500 W LOMBARD ST,BURGLARY,I,NA,SOUTHWEST,-76.6571503,39.28580001
11/2/2019,0:30:00,4E,5600 LOCH RAVEN BLVD,COMMON ASSAULT,O,NA,NORTHEAST,-76.58845046,39.35970173
11/2/2019,10:20:00,4D,3900 BENZINGER RD,AGG. ASSAULT,I,HANDS,SOUTHWEST,-76.68428415,39.26829
11/2/2019,0:00:00,7A,AV & E 33RD ST,AUTO THEFT,O,NA,NORTHEAST,-76.5921105,39.328308
11/2/2019,2:00:00,7A,2600 HEMLOCK AVE,AUTO THEFT,O,NA,NORTHEAST,-76.5638744,39.36057131
11/2/2019,4:00:00,4E,7200 MCCLEAN BLVD,COMMON ASSAULT,I,NA,NORTHEAST,-76.56709146,39.37162178
11/2/2019,21:50:00,4B,3100 HANILTON AVE,AGG. ASSAULT,I,KNIFE,NORTHEAST,-76.55987098,39.35082324
11/2/2019,6:00:00,6E,6600 HARTWAIT ST,LARCENY,O,NA,SOUTHEAST,-76.53489932,39.2745472
11/2/2019,0:01:00,6D,800 SAINT DUNSTANS RD,LARCENY FROM AUTO,O,NA,NORTHERN,-76.60338808,39.36059464
11/2/2019,22:10:00,4E,2400 LOYOLA NORTHWAY,COMMON ASSAULT,I,NA,NORTHERN,-76.65836533,39.33818896
11/2/2019,17:30:00,4E,400 N BELNORD AVE,COMMON ASSAULT,I,NA,SOUTHEAST,-76.57853588,39.29631086
11/2/2019,14:00:00,7A,2700 O''DONNELL ST,AUTO THEFT,O,NA,SOUTHEAST,-76.57817216,39.28030384
11/2/2019,21:00:00,7A,4800 EDMONDSON AVE,AUTO THEFT,O,NA,SOUTHWEST,-76.70086597,39.29268227
11/2/2019,13:00:00,6D,HEATH ST & S CHARLES ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.6139625,39.270528
11/2/2019,21:00:00,6D,1700 N CALVERT ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.61359206,39.30907898
11/2/2019,12:00:00,6D,200 W MADISON ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.61932706,39.29851745
11/2/2019,13:00:00,5A,600 N LUZERNE AVE,BURGLARY,I,NA,SOUTHEAST,-76.58089107,39.29822964
11/2/2019,8:30:00,6D,2200 ESSEX ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.58470373,39.28422404
11/2/2019,3:00:00,6B,4700 EASTERN AVE,LARCENY,I,NA,SOUTHEAST,-76.55649909,39.28710204
11/1/2019,12:00:00,6E,1800 S NEWKIRK ST,LARCENY,O,NA,SOUTHEAST,-76.55575743,39.27043291
11/1/2019,1:18:00,5A,3500 CHESTERFIELD AVE,BURGLARY,I,NA,NORTHEAST,-76.56422536,39.3206091
11/1/2019,18:02:00,6G,2400 LIBERTY HEIGHTS AV,LARCENY,I,NA,WESTERN,-76.65475837,39.31887515
11/1/2019,8:00:00,6E,4700 ELISON AVE,LARCENY,O,NA,NORTHEAST,-76.55587779,39.32222816
11/1/2019,4:00:00,6E,400 DENISON ST,LARCENY,O,NA,SOUTHWEST,-76.67409271,39.29263551
11/1/2019,8:00:00,6E,4700 WAKEFIELD RD,LARCENY,O,NA,NORTHWEST,-76.69555989,39.31874781
11/1/2019,14:26:00,4C,600 E PRATT ST,AGG. ASSAULT,I,OTHER,CENTRAL,-76.60771899,39.28680578
11/1/2019,14:26:00,4C,600 E PRATT ST,AGG. ASSAULT,I,OTHER,CENTRAL,-76.60771899,39.28680578
11/1/2019,14:26:00,4C,600 E PRATT ST,AGG. ASSAULT,I,OTHER,CENTRAL,-76.60771899,39.28680578
11/1/2019,15:30:00,6E,1900 WADSWORTH WAY,LARCENY,O,NA,NORTHEAST,-76.57871721,39.35951492
11/1/2019,18:18:00,4E,5200 SAYBROOK RD,COMMON ASSAULT,I,NA,NORTHEAST,-76.53077586,39.32739564
11/1/2019,20:29:00,4B,4100 DORCHESTER RD,AGG. ASSAULT,I,KNIFE,NORTHWEST,-76.68729116,39.32956989
11/1/2019,17:33:00,4E,3900 EDGEWOOD RD,COMMON ASSAULT,I,NA,NORTHWEST,-76.67045446,39.33114321
11/1/2019,12:00:00,6E,300 N SMALLWOOD ST,LARCENY,O,NA,WESTERN,-76.65175002,39.29217723
11/1/2019,11:00:00,6D,1400 PATAPSCO ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.6132329,39.27383875
11/1/2019,20:51:00,6D,4000 WABASH AVE,LARCENY FROM AUTO,I,NA,NORTHWEST,-76.66607893,39.33049643
11/1/2019,18:58:00,3B,0 S PAYSON ST,ROBBERY - STREET,O,NA,SOUTHERN,-76.6484911,39.28493333
11/1/2019,9:56:00,3CF,6100 BELAIR RD,ROBBERY - COMMERCIAL,I,FIREARM,NORTHEAST,-76.53766348,39.34866796
11/1/2019,19:45:00,4E,NORTHERN PY & YORK RD,COMMON ASSAULT,O,NA,NORTHERN,-76.6099215,39.36501
11/1/2019,5:25:00,5D,3000 WINDSOR AVE,BURGLARY,O,NA,SOUTHWEST,-76.66782292,39.31235917
11/1/2019,5:19:00,7A,900 LYNDHURST ST,AUTO THEFT,O,NA,SOUTHWEST,-76.68147529,39.29805498
11/1/2019,0:03:00,4C,3300 W BALTIMORE ST,AGG. ASSAULT,I,OTHER,SOUTHWEST,-76.6723907,39.2858808
11/1/2019,20:45:00,3K,1800 LETITIA AVE,ROBBERY - RESIDENCE,I,NA,SOUTHWEST,-76.65716763,39.26405386
11/1/2019,22:00:00,6E,3800 SINCLAIR LN,LARCENY,O,NA,NORTHEAST,-76.56327395,39.31379285
11/1/2019,20:30:00,6D,4800 LORELLY AVE,LARCENY FROM AUTO,O,NA,NORTHEAST,-76.54771802,39.31603201
11/1/2019,22:00:00,4E,6700 EVERALL AVE,COMMON ASSAULT,I,NA,NORTHEAST,-76.5368878,39.35834114
11/1/2019,23:56:00,4B,3900 FALLS RD,AGG. ASSAULT,O,KNIFE,NORTHERN,-76.63629713,39.3356378
11/1/2019,17:44:00,6C,1000 W 41ST ST,LARCENY,I,NA,NORTHERN,-76.63450226,39.33754518
11/1/2019,15:00:00,6C,2500 N CHARLES ST,LARCENY,I,NA,NORTHERN,-76.61708125,39.31820032
11/1/2019,0:30:00,7A,700 GORSUCH AVE,AUTO THEFT,O,NA,NORTHERN,-76.60629706,39.32720082
11/1/2019,11:45:00,4D,300 E BELVEDERE AVE,AGG. ASSAULT,I,HANDS,NORTHERN,-76.612893,39.3641058
11/1/2019,18:40:00,6A,1500 N BENTALOU ST,LARCENY,O,NA,WESTERN,-76.65387546,39.30481532
11/1/2019,13:30:00,6G,1900 W FAYETTE ST,LARCENY,I,NA,WESTERN,-76.64769909,39.28937758
11/1/2019,18:18:00,5E,3000 LIBERTY HEIGHTS AVE,BURGLARY,I,NA,NORTHWEST,-76.66626754,39.32273606
11/1/2019,0:00:00,6J,2300 KOKO LN,LARCENY,O,NA,WESTERN,-76.66344182,39.3133492
11/1/2019,0:00:00,6J,100 N FREMONT AVE,LARCENY,O,NA,WESTERN,-76.62990637,39.29068336
11/1/2019,20:30:00,6D,3300 TOWANDA AVE,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.65931006,39.32436997
11/1/2019,16:29:00,6D,3800 DOLFIELD AVE,LARCENY FROM AUTO,I,NA,NORTHWEST,-76.67952077,39.33889534
11/1/2019,9:23:00,6E,3300 W COLD SPRING LN,LARCENY,I,NA,NORTHWEST,-76.67413215,39.3364467
11/1/2019,17:00:00,5A,3100 E FAIRMOUNT AVE,BURGLARY,I,NA,SOUTHEAST,-76.57296023,39.29338744
11/1/2019,15:07:00,3B,3600 5TH ST,ROBBERY - STREET,O,NA,SOUTHERN,-76.60423463,39.23616771
11/1/2019,7:00:00,6G,1400 EUTAW PL,LARCENY,I,NA,CENTRAL,-76.62765707,39.30547735
11/1/2019,0:00:00,7A,BL & BAYARD ST,AUTO THEFT,I,NA,SOUTHERN,-76.6367505,39.279582
11/1/2019,19:51:00,3B,4100 PATTERSON AVE,ROBBERY - STREET,O,NA,NORTHWEST,-76.70338724,39.35525228
11/1/2019,20:43:00,3B,1000 LANCASTER ST,ROBBERY - STREET,O,NA,SOUTHEAST,-76.60008849,39.28248313
11/1/2019,20:20:00,4E,2400 N PULASKI ST,COMMON ASSAULT,O,NA,WESTERN,-76.65166126,39.31463688
11/1/2019,0:01:00,6E,3700 FAIRHAVEN AVE,LARCENY,O,NA,SOUTHERN,-76.59061564,39.2312344
11/1/2019,19:30:00,6E,2000 Sinclair Ln,LARCENY,O,NA,NORTHEAST,-76.58981907,39.31421213
11/1/2019,17:00:00,6D,CHASE ST & GUILFORD AV,LARCENY FROM AUTO,O,NA,CENTRAL,-76.611861,39.302532
11/1/2019,21:23:00,5D,4900 EASTERN AV,BURGLARY,O,NA,SOUTHEAST,-76.55423496,39.28723891
11/1/2019,6:45:00,4C,5900 PARK HEIGHTS AVE,AGG. ASSAULT,I,OTHER,NORTHWEST,-76.68821605,39.35572788
11/1/2019,12:00:00,7A,3800 BROOKLYN AVE,AUTO THEFT,O,NA,SOUTHERN,-76.60170866,39.23338514
11/1/2019,1:59:00,9S,2500 SINCLAIR LA,SHOOTING,Outside,FIREARM,NORTHEAST,-76.58230297,39.31433928
11/1/2019,0:31:00,6G,600 N WOLFE ST,LARCENY,I,NA,EASTERN,-76.59087624,39.2973743
11/1/2019,1:59:00,4A,1800 ORLEANS ST,AGG. ASSAULT,O,FIREARM,EASTERN,-76.59131631,39.29532866
11/1/2019,23:46:00,6G,3600 KENYON AVE,LARCENY,I,NA,NORTHEAST,-76.56263812,39.31941376
11/1/2019,23:55:00,4E,5400 HILLEN RD,COMMON ASSAULT,O,NA,NORTHEAST,-76.58273951,39.35555155
11/1/2019,23:00:00,7A,1100 W NORTH AVE,AUTO THEFT,I,NA,CENTRAL,-76.63581406,39.31026793
11/1/2019,13:25:00,9S,5200 BARBARA AV,SHOOTING,Outside,FIREARM,NORTHEAST,-76.54810686,39.33094371
11/1/2019,6:14:00,6J,3200 SAINT PAUL ST,LARCENY,O,NA,NORTHERN,-76.61605777,39.32697534
11/1/2019,20:30:00,6D,AV & DRUID PARK DR,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.6592235,39.324357
11/1/2019,16:00:00,6F,2800 GUILFORD AVE,LARCENY,O,NA,NORTHERN,-76.61319393,39.32228409
11/1/2019,19:00:00,7A,3000 W NORTH AVE,AUTO THEFT,O,NA,SOUTHWEST,-76.66835422,39.30914724
11/1/2019,8:00:00,6E,5500 GROVELAND AVE,LARCENY,O,NA,NORTHWEST,-76.70014213,39.3407929
11/1/2019,0:00:00,6J,3300 PRESSTMAN ST,LARCENY,O,NA,SOUTHWEST,-76.6721356,39.30442818
11/1/2019,23:00:00,7A,5700 BEECHDALE AVE,AUTO THEFT,O,NA,NORTHEAST,-76.58081443,39.35738488
11/1/2019,23:00:00,6E,4100 GLENARM AVE,LARCENY,O,NA,NORTHEAST,-76.54185515,39.34590884
11/1/2019,1:13:00,6F,4200 NICHOLAS AVE,LARCENY,I,NA,NORTHEAST,-76.56271236,39.32819077
11/1/2019,16:00:00,4B,2800 WINCHESTER ST,AGG. ASSAULT,I,KNIFE,SOUTHWEST,-76.66379616,39.30132401
11/1/2019,14:00:00,6E,ST & S LOUDON AV,LARCENY,O,NA,SOUTHWEST,-76.682052,39.280023
11/1/2019,23:30:00,6G,1600 N MILTON AVE,LARCENY,I,NA,EASTERN,-76.58286995,39.30952927
11/1/2019,4:11:00,5D,800 N WOODINGTON RD,BURGLARY,I,NA,SOUTHWEST,-76.68602077,39.29629244
11/1/2019,12:00:00,6J,2400 EDMONDSON AVE,LARCENY,O,NA,WESTERN,-76.65504228,39.29484575
11/1/2019,19:00:00,6D,PARK DR & TOWANDA AV,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.6592235,39.324357
11/1/2019,5:00:00,5B,4400 OLD YORK RD,BURGLARY,I,NA,NORTHERN,-76.60791072,39.34390274
11/1/2019,15:00:00,6D,YORK RD & E 32ND ST,LARCENY FROM AUTO,O,NA,NORTHERN,-76.6086435,39.327228
11/1/2019,14:00:00,4E,800 MC ALEER CT,COMMON ASSAULT,I,NA,EASTERN,-76.60516697,39.3000283
11/1/2019,13:25:00,4A,5200 BARBARA AVE,AGG. ASSAULT,O,FIREARM,NORTHEAST,-76.54810686,39.33094371
11/1/2019,23:49:00,4C,1200 E MADISON ST,AGG. ASSAULT,O,OTHER,EASTERN,-76.60182665,39.29921286
11/1/2019,14:43:00,6J,4000 RAYMONN AVE,LARCENY,O,NA,NORTHEAST,-76.55866672,39.31769474
11/1/2019,19:00:00,6E,4000 BELVIEU AVE,LARCENY,O,NA,NORTHWEST,-76.68550125,39.3398029
11/1/2019,22:30:00,5A,300 S DUNCAN ST,BURGLARY,I,NA,SOUTHEAST,-76.58662973,39.28783393
11/1/2019,14:00:00,6C,1000 S CHARLES ST,LARCENY,I,NA,SOUTHERN,-76.61450324,39.27803704
11/1/2019,11:00:00,5A,500 BALTIC AVE,BURGLARY,I,NA,SOUTHERN,-76.60193322,39.24000741
11/1/2019,21:30:00,6D,6900 FIELDCREST RD,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.70659673,39.36349514
11/1/2019,19:00:00,4C,200 AISQUITH ST,AGG. ASSAULT,I,OTHER,SOUTHEAST,-76.60165494,39.29397442
11/1/2019,3:00:00,3B,0 S WASHINGTON ST,ROBBERY - STREET,O,NA,SOUTHEAST,-76.589172,39.291299
11/1/2019,17:00:00,6J,500 N BOULDIN ST,LARCENY,I,NA,SOUTHEAST,-76.57137546,39.29779951
11/1/2019,12:33:00,5A,2900 FAIT AVE,BURGLARY,I,NA,SOUTHEAST,-76.57462145,39.28319458
11/1/2019,6:00:00,6D,1500 WASHINGTON BLVD,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.63824976,39.27830684
11/1/2019,15:10:00,3B,3300 BELAIR RD,ROBBERY - STREET,O,NA,NORTHEAST,-76.57361105,39.32173144
11/1/2019,11:00:00,5D,200 E SARATOGA ST,BURGLARY,I,NA,CENTRAL,-76.61185084,39.29248738
11/1/2019,19:55:00,4E,100 W MONUMENT ST,COMMON ASSAULT,I,NA,CENTRAL,-76.61709413,39.29739803
11/1/2019,10:46:00,5A,2100 BRUNT ST,BURGLARY,I,NA,CENTRAL,-76.6380701,39.30724835
11/1/2019,10:24:00,6G,400 WATTY CT,LARCENY,I,NA,CENTRAL,-76.62649987,39.30083926
11/1/2019,7:35:00,4E,1500 RUSSELL ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.6278708,39.2742294
11/1/2019,1:16:00,4E,1200 BEAUMONT AVE,COMMON ASSAULT,O,NA,NORTHEAST,-76.59838068,39.3508898
11/1/2019,2:50:00,4E,5100 LODESTONE WAY,COMMON ASSAULT,I,NA,NORTHEAST,-76.55426364,39.31974558
11/1/2019,15:05:00,4E,4200 SEIDEL AVE,COMMON ASSAULT,O,NA,NORTHEAST,-76.56162433,39.32889634
11/1/2019,1:30:00,4D,4600 CHATFORD AVE,AGG. ASSAULT,I,HANDS,NORTHEAST,-76.55764288,39.32424004
11/1/2019,19:34:00,7C,5600 LAURELTON AVE,AUTO THEFT,O,NA,NORTHEAST,-76.56859182,39.35759502
11/1/2019,17:40:00,4E,2700 PELHAM AVE,COMMON ASSAULT,O,NA,NORTHEAST,-76.57290671,39.32600109
11/1/2019,19:30:00,4E,6500 FRANKFORD AVE,COMMON ASSAULT,O,NA,NORTHEAST,-76.54006001,39.31495707
11/1/2019,1:16:00,4E,800 S GLOVER ST,COMMON ASSAULT,O,NA,SOUTHEAST,-76.58030603,39.30003802
10/31/2019,23:00:00,7A,AV & SCHAUB AV,AUTO THEFT,O,NA,NORTHEAST,-76.5405765,39.32226
10/31/2019,21:30:00,6D,ST & S ELLWOOD AV,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.572891,39.285369
10/31/2019,11:20:00,6G,200 W 28TH ST,LARCENY,I,NA,NORTHERN,-76.62043298,39.32162514
10/31/2019,17:37:00,4B,700 E 23RD ST,AGG. ASSAULT,I,KNIFE,EASTERN,-76.60785983,39.31555053
10/31/2019,20:50:00,3K,500 DOLPHIN ST,ROBBERY - RESIDENCE,I,NA,CENTRAL,-76.6275686,39.3010982
10/31/2019,20:30:00,6D,3500 JUNEWAY,LARCENY FROM AUTO,O,NA,NORTHEAST,-76.56673844,39.31820018
10/31/2019,11:20:00,3K,2700 MOSHER ST,ROBBERY - RESIDENCE,I,NA,WESTERN,-76.66199194,39.29923419
10/31/2019,16:07:00,6G,2400 WILKENS AVE,LARCENY,I,NA,SOUTHWEST,-76.65370828,39.27982538
10/31/2019,16:23:00,7A,ST & WASHINGTON BL,AUTO THEFT,O,NA,SOUTHERN,-76.6288215,39.282975
10/31/2019,22:41:00,4A,5200 REISTERSTOWN RD,AGG. ASSAULT,O,FIREARM,NORTHWEST,-76.68544825,39.3443833
10/31/2019,20:38:00,3CF,900 BENNETT PL,ROBBERY - COMMERCIAL,I,FIREARM,WESTERN,-76.63228594,39.29510666
10/31/2019,20:03:00,4E,3300 KESWICK RD,COMMON ASSAULT,O,NA,NORTHERN,-76.62779252,39.32840656
10/31/2019,20:03:00,4C,3300 KESWICK RD,AGG. ASSAULT,O,OTHER,NORTHERN,-76.62779252,39.32840656
10/31/2019,2:33:00,5D,2000 N FOREST PARK AVE,BURGLARY,O,NA,SOUTHWEST,-76.70782038,39.30982024
10/31/2019,3:30:00,3JF,2100 W LAFAYETTE AVE,ROBBERY - RESIDENCE,I,FIREARM,WESTERN,-76.65100498,39.29853568
10/31/2019,16:34:00,3B,2000 E 32ND ST,ROBBERY - STREET,O,NA,NORTHEAST,-76.58693814,39.32724788
10/31/2019,9:50:00,4A,AV & POPLAR GROVE ST,AGG. ASSAULT,O,FIREARM,SOUTHWEST,-76.6657215,39.308157
10/31/2019,11:22:00,6J,2300 ASHTON ST,LARCENY,O,NA,SOUTHWEST,-76.65255372,39.28150994
10/31/2019,3:19:00,7A,1200 WASHINGTON BLVD,AUTO THEFT,O,NA,SOUTHERN,-76.6340982,39.28175291
10/31/2019,17:23:00,6C,300 LIGHT ST,LARCENY,I,NA,CENTRAL,-76.61308293,39.28508598
10/31/2019,19:20:00,6G,2900 GREENMOUNT AVE,LARCENY,I,NA,NORTHERN,-76.60949154,39.32347071
10/31/2019,17:46:00,6D,2300 ROUND RD,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.62637851,39.25343077
10/31/2019,22:00:00,6E,300 W MADISON ST,LARCENY,O,NA,CENTRAL,-76.62009317,39.2983499
10/31/2019,3:10:00,4E,5000 CARMINE AV,COMMON ASSAULT,I,NA,SOUTHWEST,-76.70790008,39.30643925
10/31/2019,10:50:00,4E,2200 N FULTON AVE,COMMON ASSAULT,I,NA,WESTERN,-76.64531904,39.31421123
10/31/2019,13:09:00,6G,6500 QUAD AVE,LARCENY,I,NA,SOUTHEAST,-76.53708692,39.29965383
10/31/2019,11:59:00,6D,3900 BROOKLYN AVE,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.60244832,39.23218201
10/31/2019,14:36:00,4E,0 N CALVERT ST,COMMON ASSAULT,I,NA,CENTRAL,-76.61237925,39.29011059
10/31/2019,0:00:00,6D,4100 6TH ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.60256028,39.23015588
10/31/2019,18:00:00,5D,500 W LEXINGTON ST,BURGLARY,I,NA,CENTRAL,-76.62306234,39.29134481
10/31/2019,15:50:00,5D,0 W CENTRE ST,BURGLARY,I,NA,CENTRAL,-76.61566627,39.29627515
10/31/2019,23:00:00,5A,200 E SARATOGA ST,BURGLARY,I,NA,CENTRAL,-76.61185084,39.29248738
10/31/2019,21:30:00,6D,3800 QUARRY AVE,LARCENY FROM AUTO,O,NA,NORTHERN,-76.63723284,39.33455169
10/31/2019,21:30:00,6D,RD & KELWAY RD,LARCENY FROM AUTO,O,NA,NORTHEAST,-76.5947475,39.340989
10/31/2019,22:30:00,6E,200 N FRANKLINTOWN RD,LARCENY,O,NA,SOUTHWEST,-76.66074496,39.29072769
10/31/2019,14:15:00,4C,3800 FALLSTAFF RD,AGG. ASSAULT,I,OTHER,NORTHWEST,-76.70499862,39.36305854
10/31/2019,21:16:00,6C,3600 DOLFIELD AVE,LARCENY,I,NA,NORTHWEST,-76.67549395,39.33603764
10/31/2019,14:27:00,6J,500 N CALVERT ST,LARCENY,O,NA,CENTRAL,-76.61278089,39.29526028
10/31/2019,0:00:00,6J,1500 W FAYETTE ST,LARCENY,O,NA,WESTERN,-76.64111462,39.289743
10/31/2019,10:30:00,5A,5100 REISTERSTOWN RD,BURGLARY,I,NA,NORTHWEST,-76.68239756,39.34209913
10/31/2019,18:30:00,4D,3100 BRENDAN AVE,AGG. ASSAULT,O,HANDS,NORTHEAST,-76.5703519,39.32280903
10/31/2019,14:00:00,6E,3000 WHITE AVE,LARCENY,O,NA,NORTHEAST,-76.55834167,39.35455376
10/31/2019,19:00:00,5A,1200 SARGEANT ST,BURGLARY,O,NA,SOUTHERN,-76.63529155,39.28138225
10/31/2019,22:30:00,4E,700 W LAFAYETTE AVE,COMMON ASSAULT,I,NA,CENTRAL,-76.63380972,39.29953794
10/31/2019,20:00:00,7A,3600 ELM AVE,AUTO THEFT,O,NA,NORTHERN,-76.63132992,39.33178559
10/31/2019,1:30:00,4E,4300 PARKSIDE DR,COMMON ASSAULT,I,NA,NORTHEAST,-76.56352533,39.32600967
10/31/2019,16:00:00,6D,3400 BOSTON ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.56833737,39.27694559
10/31/2019,16:00:00,3AK,600 N BELNORD AVE,ROBBERY - STREET,O,KNIFE,SOUTHEAST,-76.57868685,39.29860501
10/31/2019,10:50:00,4E,600 N WOLFE ST,COMMON ASSAULT,I,NA,EASTERN,-76.59087624,39.2973743
10/31/2019,17:16:00,9S,3300 FREDERICK AV,SHOOTING,Outside,FIREARM,SOUTHWEST,-76.67298076,39.281116
10/31/2019,0:39:00,9S,4600 Liberty Heights Av,SHOOTING,Outside,FIREARM,NORTHWEST,-76.69429653,39.3309996
10/31/2019,9:50:00,9S,2900 WESTWOOD AV,SHOOTING,Outside,FIREARM,SOUTHWEST,-76.66628347,39.30821133
10/31/2019,0:00:00,9S,5100 REISTERSTOWN RD,SHOOTING,Outside,FIREARM,NORTHWEST,-76.68239756,39.34209913
10/31/2019,17:58:00,1A,1400 E PRESTON ST,HOMICIDE,Outside,FIREARM,EASTERN,-76.59950433,39.30522695
10/31/2019,4:00:00,5D,1200 E PRESTON ST,BURGLARY,I,NA,EASTERN,-76.60173656,39.30500386
10/31/2019,17:15:00,3AF,700 E BIDDLE ST,ROBBERY - STREET,O,FIREARM,EASTERN,-76.60785762,39.30384209
10/31/2019,22:41:00,9S,3700 FAIRVIEW AV,SHOOTING,Outside,FIREARM,NORTHWEST,-76.68029838,39.32362665
10/31/2019,15:00:00,4E,3100 PIEDMONT AVE,COMMON ASSAULT,I,NA,NORTHWEST,-76.67042646,39.31676422
10/31/2019,12:30:00,6C,2200 E MONUMENT ST,LARCENY,I,NA,EASTERN,-76.5856771,39.29862437
10/31/2019,2:50:00,7A,1100 APPLETON ST,AUTO THEFT,O,NA,WESTERN,-76.64856578,39.30092032
10/31/2019,2:50:00,4E,1100 APPLETON ST,COMMON ASSAULT,O,NA,WESTERN,-76.64856578,39.30092032
10/31/2019,9:19:00,6J,400 N CHESTER ST,LARCENY,O,NA,EASTERN,-76.58760259,39.29579722
10/31/2019,10:45:00,6C,1200 W PRATT ST,LARCENY,I,NA,SOUTHERN,-76.63672805,39.28556434
10/31/2019,6:00:00,6D,5700 KEY AVE,LARCENY FROM AUTO,I,NA,NORTHWEST,-76.67831395,39.35771993
10/31/2019,9:00:00,6G,1800 ORLEANS ST,LARCENY,I,NA,EASTERN,-76.59131631,39.29532866
10/31/2019,22:50:00,4E,300 SAINT PAUL PL,COMMON ASSAULT,O,NA,CENTRAL,-76.61393485,39.29237412
10/31/2019,8:30:00,6G,30 FAYETTE ST,LARCENY,I,NA,CENTRAL,-76.61445053,39.29047231
10/31/2019,19:40:00,6C,300 LIGHT ST,LARCENY,I,NA,CENTRAL,-76.61308293,39.28508598
10/31/2019,3:14:00,5D,2800 HUNTINGDON AVE,BURGLARY,I,NA,NORTHERN,-76.62299244,39.32111555
10/31/2019,13:52:00,4E,5100 SEKOTS RD,COMMON ASSAULT,I,NA,SOUTHWEST,-76.70483945,39.31196436
10/31/2019,0:05:00,4B,1100 E COLD SPRING LN,AGG. ASSAULT,O,KNIFE,NORTHEAST,-76.59961703,39.3452042
10/31/2019,17:16:00,4A,4100 FREDERICK AVE,AGG. ASSAULT,O,FIREARM,SOUTHWEST,-76.68408383,39.28163635
